pair,date,month,side,outcome,tie,k,y,arm
EURUSD,2021-09-29 21:00:00,2021-09,bottom,continuation,False,3,0,coincide
EURUSD,2021-11-15 22:00:00,2021-11,bottom,continuation,False,3,0,coincide
EURUSD,2021-11-16 14:00:00,2021-11,bottom,continuation,False,3,0,coincide
EURUSD,2022-03-06 22:00:00,2022-03,bottom,reversal,False,2,1,coincide
EURUSD,2022-04-27 05:00:00,2022-04,bottom,continuation,False,1,0,coincide
EURUSD,2022-07-11 21:00:00,2022-07,bottom,continuation,True,9,0,coincide
EURUSD,2022-09-25 21:00:00,2022-09,bottom,reversal,False,1,1,coincide
EURUSD,2023-01-12 10:00:00,2023-01,top,reversal,False,1,1,coincide
EURUSD,2023-07-12 21:00:00,2023-07,top,continuation,False,2,0,coincide
EURUSD,2023-11-14 22:00:00,2023-11,top,reversal,False,3,1,coincide
EURUSD,2023-12-27 22:00:00,2023-12,top,reversal,False,3,1,coincide
EURUSD,2024-04-16 21:00:00,2024-04,bottom,reversal,False,2,1,coincide
EURUSD,2024-08-13 21:00:00,2024-08,top,continuation,False,2,0,coincide
EURUSD,2024-08-19 13:00:00,2024-08,top,continuation,False,5,0,coincide
EURUSD,2024-11-14 06:00:00,2024-11,bottom,reversal,False,2,1,coincide
EURUSD,2024-11-22 06:00:00,2024-11,bottom,reversal,False,4,1,coincide
EURUSD,2024-12-18 22:00:00,2024-12,bottom,reversal,False,2,1,coincide
EURUSD,2025-03-12 09:00:00,2025-03,top,continuation,False,1,0,coincide
EURUSD,2025-04-10 21:00:00,2025-04,top,continuation,False,2,0,coincide
EURUSD,2026-06-24 09:00:00,2026-06,bottom,reversal,False,1,1,coincide
EURUSD,2026-08-19 21:00:00,2026-08,top,continuation,False,2,0,coincide
GBPUSD,2021-02-09 22:00:00,2021-02,top,continuation,False,2,0,coincide
GBPUSD,2021-02-14 22:00:00,2021-02,top,continuation,False,6,0,coincide
GBPUSD,2021-02-16 14:00:00,2021-02,top,reversal,False,2,1,coincide
GBPUSD,2021-02-18 22:00:00,2021-02,top,continuation,False,2,0,coincide
GBPUSD,2021-02-24 18:00:00,2021-02,top,reversal,False,5,1,coincide
