pair,date,month,side,outcome,tie,k,y,arm
EURUSD,2020-05-21 13:00:00,2020-05,top,reversal,False,1,1,opposite
EURUSD,2020-05-27 13:00:00,2020-05,top,reversal,False,1,1,opposite
EURUSD,2020-05-28 21:00:00,2020-05,top,continuation,False,4,0,opposite
EURUSD,2020-06-03 21:00:00,2020-06,top,reversal,False,3,1,opposite
EURUSD,2020-06-04 17:00:00,2020-06,top,continuation,False,4,0,opposite
EURUSD,2020-07-22 17:00:00,2020-07,top,reversal,False,6,1,opposite
EURUSD,2020-07-26 21:00:00,2020-07,top,continuation,False,2,0,opposite
EURUSD,2020-08-19 13:00:00,2020-08,top,reversal,False,1,1,opposite
EURUSD,2020-09-01 05:00:00,2020-09,top,reversal,False,3,1,opposite
EURUSD,2020-09-15 13:00:00,2020-09,top,reversal,False,1,1,opposite
EURUSD,2020-11-04 05:00:00,2020-11,bottom,reversal,False,1,1,opposite
EURUSD,2021-02-03 17:00:00,2021-02,bottom,continuation,False,5,0,opposite
EURUSD,2021-02-04 17:00:00,2021-02,bottom,continuation,False,3,0,opposite
EURUSD,2021-03-30 13:00:00,2021-03,bottom,continuation,False,1,0,opposite
EURUSD,2021-04-20 09:00:00,2021-04,top,reversal,False,1,1,opposite
EURUSD,2021-09-30 01:00:00,2021-09,bottom,continuation,False,3,0,opposite
EURUSD,2021-11-15 09:00:00,2021-11,bottom,continuation,False,1,0,opposite
EURUSD,2021-11-16 17:00:00,2021-11,bottom,continuation,False,2,0,opposite
EURUSD,2021-11-22 05:00:00,2021-11,bottom,continuation,False,3,0,opposite
EURUSD,2021-11-22 21:00:00,2021-11,bottom,reversal,False,4,1,opposite
EURUSD,2022-01-27 17:00:00,2022-01,bottom,continuation,False,1,0,opposite
EURUSD,2022-03-04 13:00:00,2022-03,bottom,continuation,False,1,0,opposite
EURUSD,2022-04-27 17:00:00,2022-04,bottom,reversal,False,1,1,opposite
EURUSD,2022-07-06 13:00:00,2022-07,bottom,continuation,False,8,0,opposite
EURUSD,2022-07-11 17:00:00,2022-07,bottom,continuation,False,2,0,opposite
EURUSD,2022-08-22 17:00:00,2022-08,bottom,continuation,False,1,0,opposite
EURUSD,2022-09-26 05:00:00,2022-09,bottom,continuation,False,4,0,opposite
EURUSD,2022-11-10 17:00:00,2022-11,top,continuation,False,2,0,opposite
EURUSD,2022-11-11 13:00:00,2022-11,top,continuation,False,1,0,opposite
EURUSD,2022-11-16 09:00:00,2022-11,top,reversal,False,8,1,opposite
EURUSD,2023-01-12 21:00:00,2023-01,top,reversal,False,8,1,opposite
EURUSD,2023-05-18 13:00:00,2023-05,bottom,continuation,False,1,0,opposite
EURUSD,2023-05-26 09:00:00,2023-05,bottom,continuation,False,6,0,opposite
EURUSD,2023-05-31 09:00:00,2023-05,bottom,continuation,False,1,0,opposite
EURUSD,2023-06-21 21:00:00,2023-06,top,reversal,False,6,1,opposite
EURUSD,2023-07-13 05:00:00,2023-07,top,continuation,False,2,0,opposite
EURUSD,2023-07-19 09:00:00,2023-07,top,reversal,False,2,1,opposite
EURUSD,2023-09-27 17:00:00,2023-09,bottom,reversal,False,5,1,opposite
EURUSD,2023-10-04 05:00:00,2023-10,bottom,reversal,False,2,1,opposite
EURUSD,2023-11-20 05:00:00,2023-11,top,continuation,False,4,0,opposite
EURUSD,2023-12-14 17:00:00,2023-12,top,reversal,False,5,1,opposite
EURUSD,2023-12-26 13:00:00,2023-12,top,continuation,False,2,0,opposite
EURUSD,2023-12-27 17:00:00,2023-12,top,continuation,False,5,0,opposite
EURUSD,2024-04-01 21:00:00,2024-04,bottom,reversal,False,5,1,opposite
EURUSD,2024-05-15 17:00:00,2024-05,top,continuation,False,1,0,opposite
EURUSD,2024-07-11 17:00:00,2024-07,top,reversal,False,1,1,opposite
EURUSD,2024-07-12 13:00:00,2024-07,top,continuation,False,3,0,opposite
EURUSD,2024-08-26 05:00:00,2024-08,top,reversal,False,3,1,opposite
EURUSD,2024-08-27 01:00:00,2024-08,top,continuation,False,5,0,opposite
EURUSD,2024-09-19 21:00:00,2024-09,top,reversal,False,7,1,opposite
EURUSD,2024-10-07 05:00:00,2024-10,bottom,continuation,False,15,0,opposite
EURUSD,2024-10-10 17:00:00,2024-10,bottom,continuation,False,1,0,opposite
EURUSD,2024-10-16 05:00:00,2024-10,bottom,continuation,False,4,0,opposite
EURUSD,2024-10-17 17:00:00,2024-10,bottom,reversal,False,6,1,opposite
EURUSD,2024-11-14 13:00:00,2024-11,bottom,reversal,False,1,1,opposite
EURUSD,2024-11-22 13:00:00,2024-11,bottom,reversal,False,1,1,opposite
EURUSD,2025-03-05 17:00:00,2025-03,top,continuation,False,3,0,opposite
EURUSD,2025-03-11 13:00:00,2025-03,top,reversal,False,12,1,opposite
EURUSD,2025-04-21 05:00:00,2025-04,top,continuation,False,2,0,opposite
EURUSD,2025-07-01 13:00:00,2025-07,top,reversal,False,1,1,opposite
EURUSD,2025-07-31 21:00:00,2025-07,bottom,reversal,False,5,1,opposite
